article,section,paragraph,sentence_idx,sentence_text,statement_idx,statement,Gold Class,Gold Verification,veredict,confidence,rationale,raw_response
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.13",5.0,"Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.3",2.0,"In North Sámi, the infinitival suffix -it follows the derivational suffix /ʃ/ in sensive verbs.",L-Spec,True,True,0.95,"Sensive (estimative) verbs in North Sámi, which express the perception of a quality (e.g., 'to find something X'), are formed using the derivational suffix -š- (/ʃ/) and typically follow the even-syllable inflectional pattern with the -it infinitive ending.","```json
{""veredict"": true,
 ""confidence"": 0.95,
 ""rationale"": ""Sensive (estimative) verbs in North Sámi, which express the perception of a quality (e.g., 'to find something X'), are formed using the derivational suffix -š- (/ʃ/) and typically follow the even-syllable inflectional pattern with the -it infinitive ending.""
}
```"
glossa-8784-kocher,Title and Abstract,A sentence mood account for Spanish verum,1.0,A sentence mood account for Spanish verum,1.0,Spanish verum can stem from sentence mood,L-Spec,True,True,0.85,"In descriptive and theoretical linguistics (e.g., the cartographic approach), verum focus is often analyzed as an operation on the assertion operator or the polarity head, which are inherently linked to sentence mood and illocutionary force in the CP domain.","```json
{
 ""veredict"": true,
 ""confidence"": 0.85,
 ""rationale"": ""In descriptive and theoretical linguistics (e.g., the cartographic approach), verum focus is often analyzed as an operation on the assertion operator or the polarity head, which are inherently linked to sentence mood and illocutionary force in the CP domain.""
}
```"
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",,This article argues in favor of the idea that verum can result from focus marking on sentence mood.,1.0,Verum can result from focus marking on sentence mood.,L-Theo,True,True,0.9,"In descriptive linguistics, especially following Höhle (1992), Verum focus is frequently analyzed as focus marking on the functional element carrying sentence mood or polarity (often the finite verb in C or a polarity operator) to emphasize the truth value of the proposition.","```json
{""veredict"": true,
 ""confidence"": 0.9,
 ""rationale"": ""In descriptive linguistics, especially following Höhle (1992), Verum focus is frequently analyzed as focus marking on the functional element carrying sentence mood or polarity (often the finite verb in C or a polarity operator) to emphasize the truth value of the proposition.""
}
```"
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",3.0,"It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle.",1.0,All verum strategies in Spanish result from stress on sentence mood.,L-Spec,True,False,0.95,"Verum focus in Spanish involves multiple distinct strategies including the insertion of the polarity particle 'sí', syntactic movement/fronting, and prosodic emphasis; additionally, linguistic theory typically maps verum focus to Polarity or Truth-Value (SigmaP), not 'sentence mood'.","```json
{
 ""veredict"": false,
 ""confidence"": 0.95,
 ""rationale"": ""Verum focus in Spanish involves multiple distinct strategies including the insertion of the polarity particle 'sí', syntactic movement/fronting, and prosodic emphasis; additionally, linguistic theory typically maps verum focus to Polarity or Truth-Value (SigmaP), not 'sentence mood'.""
}
```"
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",3.0,"It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle.",2.0,All verum strategies in English result from stress on sentence mood.,L-Spec,True,False,0.9,"Verum focus in English is not exclusively prosodic; it can be expressed through lexical markers (e.g., 'really', 'certainly') and syntactic constructions. Furthermore, linguistically, verum strategies target the truth value or polarity of a proposition rather than the morphological or functional category of sentence mood.","```json
{""veredict"": false,
 ""confidence"": 0.9,
 ""rationale"": ""Verum focus in English is not exclusively prosodic; it can be expressed through lexical markers (e.g., 'really', 'certainly') and syntactic constructions. Furthermore, linguistically, verum strategies target the truth value or polarity of a proposition rather than the morphological or functional category of sentence mood.""
}
```"
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",3.0,"It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle.",3.0,All verum strategies in German result from stress on sentence mood.,L-Spec,True,False,0.9,"While the classic 'Verum Focus' in German (Höhle 1992) involves stress on the finite verb or complementizer (elements associated with the C-domain and mood), German also utilizes lexical strategies such as modal particles (e.g., 'doch', 'ja') and adverbs (e.g., 'tatsächlich') which do not necessarily rely on stress on a mood-encoding head.","```json
{""veredict"": false,
 ""confidence"": 0.9,
 ""rationale"": ""While the classic 'Verum Focus' in German (Höhle 1992) involves stress on the finite verb or complementizer (elements associated with the C-domain and mood), German also utilizes lexical strategies such as modal particles (e.g., 'doch', 'ja') and adverbs (e.g., 'tatsächlich') which do not necessarily rely on stress on a mood-encoding head.""
}
```"
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",3.0,"It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle.",4.0,"The strategies to express verum in Spanish, English, and German appear unrelated on a superficial level.",L-Typo,True,True,0.85,"On a surface level, these languages employ different categories: English uses emphatic 'do'-support or auxiliary stress, German uses prosodic stress on the verb in the C-domain (Verum accent), and Spanish typically uses the polarity particle 'sí'. While unified in formal syntax under a Polarity/Sigma head, their phonetic and morphological realizations are distinct.","```json
{""veredict"": true,
 ""confidence"": 0.85,
 ""rationale"": ""On a surface level, these languages employ different categories: English uses emphatic 'do'-support or auxiliary stress, German uses prosodic stress on the verb in the C-domain (Verum accent), and Spanish typically uses the polarity particle 'sí'. While unified in formal syntax under a Polarity/Sigma head, their phonetic and morphological realizations are distinct.""
}
```"
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",3.0,"It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle.",5.0,"In German, verum strategies rely on stress on a finite verb.",L-Spec,True,True,0.95,"In German descriptive linguistics, particularly following Höhle (1992), Verum focus (emphasizing the truth value of a proposition) is primarily realized by placing the nuclear stress on the finite verb in V2 or verb-final positions, or on the complementizer.","```json
{""veredict"": true,
 ""confidence"": 0.95,
 ""rationale"": ""In German descriptive linguistics, particularly following Höhle (1992), Verum focus (emphasizing the truth value of a proposition) is primarily realized by placing the nuclear stress on the finite verb in V2 or verb-final positions, or on the complementizer.""
}
```"
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",3.0,"It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle.",6.0,"In English, verum strategies rely on stress on a finite verb.",L-Spec,True,True,0.9,"In English morphosyntax, verum focus (the emphasis of a proposition's truth value) is primarily realized through pitch accent/stress on the finite operator, which includes auxiliaries, modals, or the dummy 'do' operator.","```json
{""veredict"": true,
 ""confidence"": 0.9,
 ""rationale"": ""In English morphosyntax, verum focus (the emphasis of a proposition's truth value) is primarily realized through pitch accent/stress on the finite operator, which includes auxiliaries, modals, or the dummy 'do' operator.""
}
```"
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",3.0,"It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle.",7.0,"In Spanish, verum strategies insert a particle.",L-Spec,True,True,0.9,Spanish employs the insertion of the affirmative polarity particle 'sí' (often analyzed as a head in PolP or ΣP) as a primary syntactic strategy to mark verum focus.,"{
 ""veredict"": true,
 ""confidence"": 0.9,
 ""rationale"": ""Spanish employs the insertion of the affirmative polarity particle 'sí' (often analyzed as a head in PolP or ΣP) as a primary syntactic strategy to mark verum focus.""
}"
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",4.0,"In the article, a semantic and syntactic account complete each other.",1.0,A semantic account and a syntactic account can complete each other.,L-Theo,True,True,1.0,"Modern linguistic theory fundamentally relies on the syntax-semantics interface, where structural frameworks and interpretive mechanisms provide a holistic account of language competence and performance.","{
 ""veredict"": true,
 ""confidence"": 1.0,
 ""rationale"": ""Modern linguistic theory fundamentally relies on the syntax-semantics interface, where structural frameworks and interpretive mechanisms provide a holistic account of language competence and performance.""
}"
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",5.0,The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus.,2.0,Lohnstein's sentence mood theory can provide a semantic approach to analyze Spanish verum.,L-Spec,True,True,0.85,"Horst Lohnstein's framework analyzes sentence mood as a compositional result of syntactic features in the C-domain that map propositions to truth values, providing a formal semantic basis applicable to verum focus (polarity focus) in languages like Spanish.","```json
{
 ""veredict"": true,
 ""confidence"": 0.85,
 ""rationale"": ""Horst Lohnstein's framework analyzes sentence mood as a compositional result of syntactic features in the C-domain that map propositions to truth values, providing a formal semantic basis applicable to verum focus (polarity focus) in languages like Spanish.""
}
```"
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",6.0,The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates.,1.0,The effect of verum in different sentence moods is derived by the function each sentence mood has and the alternatives that focus on each sentence mood generates.,L-Theo,True,True,0.9,"In formal semantics and pragmatics, Verum focus is analyzed as focusing the polarity of a proposition, where the resulting interpretation is the product of the alternative set {p, ¬p} interacting with the specific illocutionary force (mood) of the clause.","```json
{""veredict"": true,
 ""confidence"": 0.9,
 ""rationale"": ""In formal semantics and pragmatics, Verum focus is analyzed as focusing the polarity of a proposition, where the resulting interpretation is the product of the alternative set {p, ¬p} interacting with the specific illocutionary force (mood) of the clause.""
}
```"
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",7.0,The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood.,2.0,Rizzi's cartographic framework can be the model for syntactic analysis of Spanish verum.,L-Spec,True,True,0.95,"Extensive generative research (e.g., Hernanz 2007, Batllori & Hernanz 2013) successfully applies Rizzi's articulated CP/IP projections to analyze Spanish verum focus and polarity markers.","{
 ""veredict"": true,
 ""confidence"": 0.95,
 ""rationale"": ""Extensive generative research (e.g., Hernanz 2007, Batllori & Hernanz 2013) successfully applies Rizzi's articulated CP/IP projections to analyze Spanish verum focus and polarity markers.""
}"
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",8.0,A focus feature in this projection results in the verum interpretation of the proposition.,1.0,A focus feature in a projection in the lower section of the left periphery dedicated to sentence mood results in the verum interpretation of the proposition.,L-Theo,True,False,0.9,"In standard cartographic syntax (Rizzi 1997), sentence mood is encoded in the highest projection of the left periphery (ForceP). Verum focus is the focalization of the polarity/truth value of a proposition, typically associated with a Polarity head (Pol/Σ) or a Focus projection (FocP), rather than a lower-periphery projection dedicated to mood.","```json
{""veredict"": false,
 ""confidence"": 0.9,
 ""rationale"": ""In standard cartographic syntax (Rizzi 1997), sentence mood is encoded in the highest projection of the left periphery (ForceP). Verum focus is the focalization of the polarity/truth value of a proposition, typically associated with a Polarity head (Pol/Σ) or a Focus projection (FocP), rather than a lower-periphery projection dedicated to mood.""
}
```"
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",9.0,The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.,1.0,The superficial differences in verum focus across languages result from the fact that the focused mood feature is checked in different configurations.,L-Theo,True,True,0.85,"In formal generative syntax (Minimalism/Cartography), cross-linguistic variation in verum focus is standardly analyzed as resulting from the checking or valuation of a polarity or mood-related feature (e.g., Sigma, Pol, or Foc) within varying functional head configurations.","```json
{""veredict"": true,
 ""confidence"": 0.85,
 ""rationale"": ""In formal generative syntax (Minimalism/Cartography), cross-linguistic variation in verum focus is standardly analyzed as resulting from the checking or valuation of a polarity or mood-related feature (e.g., Sigma, Pol, or Foc) within varying functional head configurations.""
}
```"
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",9.0,The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.,,The superficial differences in verum focus across clause types result from the fact that the focused mood feature is checked in different configurations.,L-Theo,True,True,0.85,"In formal generative syntax, verum focus is commonly analyzed as the realization of a functional feature (often associated with Mood or Polarity) whose overt manifestation varies based on the distinct structural and movement requirements (checking configurations) of declarative, interrogative, or imperative domains.","```json
{
 ""veredict"": true,
 ""confidence"": 0.85,
 ""rationale"": ""In formal generative syntax, verum focus is commonly analyzed as the realization of a functional feature (often associated with Mood or Polarity) whose overt manifestation varies based on the distinct structural and movement requirements (checking configurations) of declarative, interrogative, or imperative domains.""
}
```"
glossa-5286-contemori,,"Studies on second language (L2) anaphora resolution have mainly focused on learners of null-subject languages, demonstrating that L2 speakers show residual indeterminacy in the L2 referential choice, even at the highest levels of proficiency. On the other hand, studies on anaphora resolution in L2 learners of non-null-subject languages have shown conflicting results, indicating that L2 speakers may process referential expressions in the L2 like native speakers.Using a visual word paradigm task, we test the online processing of pronouns in highly proficient L2 speakers of English whose L1 is Spanish, and compare their performance to a group of native English speakers. The native speakers’ data show rapid use of the first mention bias (i.e., interpreting a pronoun towards the first-mentioned referent) and gender information upon encountering a gender ambiguous or unambiguous pronoun. For the L2 participants, we find similar underlying processes of pronoun resolution in comparison to native speakers. The results do not reveal a processing cost for L2 speakers of a non-null-subject language during anaphora resolution. Overall, our study demonstrates that L2 speakers of a non-null-subject language (English) can achieve native-like processing of the default referential form signaling topic continuity (i.e., the overt pronoun; Sorace 2011).",1.0,"Studies on second language (L2) anaphora resolution have mainly focused on learners of null-subject languages, demonstrating that L2 speakers show residual indeterminacy in the L2 referential choice, even at the highest levels of proficiency.",1.0,Studies on second language (L2) anaphora resolution have mainly focused on learners of null-subject languages.,L-Spec,True,True,0.9,"A significant majority of research in L2 anaphora resolution, particularly studies testing the Interface Hypothesis and the Position of Antecedent Strategy, focuses on null-subject languages like Spanish, Italian, Greek, and Japanese to examine the distribution of null versus overt pronouns.","```json
{
 ""veredict"": true,
 ""confidence"": 0.9,
 ""rationale"": ""A significant majority of research in L2 anaphora resolution, particularly studies testing the Interface Hypothesis and the Position of Antecedent Strategy, focuses on null-subject languages like Spanish, Italian, Greek, and Japanese to examine the distribution of null versus overt pronouns.""
}
```"
glossa-5286-contemori,,"Studies on second language (L2) anaphora resolution have mainly focused on learners of null-subject languages, demonstrating that L2 speakers show residual indeterminacy in the L2 referential choice, even at the highest levels of proficiency. On the other hand, studies on anaphora resolution in L2 learners of non-null-subject languages have shown conflicting results, indicating that L2 speakers may process referential expressions in the L2 like native speakers.Using a visual word paradigm task, we test the online processing of pronouns in highly proficient L2 speakers of English whose L1 is Spanish, and compare their performance to a group of native English speakers. The native speakers’ data show rapid use of the first mention bias (i.e., interpreting a pronoun towards the first-mentioned referent) and gender information upon encountering a gender ambiguous or unambiguous pronoun. For the L2 participants, we find similar underlying processes of pronoun resolution in comparison to native speakers. The results do not reveal a processing cost for L2 speakers of a non-null-subject language during anaphora resolution. Overall, our study demonstrates that L2 speakers of a non-null-subject language (English) can achieve native-like processing of the default referential form signaling topic continuity (i.e., the overt pronoun; Sorace 2011).",1.0,"Studies on second language (L2) anaphora resolution have mainly focused on learners of null-subject languages, demonstrating that L2 speakers show residual indeterminacy in the L2 referential choice, even at the highest levels of proficiency.",2.0,"Studies on second language (L2) anaphora resolution demonstrate that L2 speakers show residual indeterminacy in the L2 referential choice, even at the highest levels of proficiency.",L-Typo,True,True,0.95,"Extensive research within the Interface Hypothesis (e.g., Sorace & Filiaci, 2006) confirms that even near-native L2 speakers exhibit persistent optionality and non-target-like referential choices, particularly at the syntax-discourse interface.","{
 ""veredict"": true,
 ""confidence"": 0.95,
 ""rationale"": ""Extensive research within the Interface Hypothesis (e.g., Sorace & Filiaci, 2006) confirms that even near-native L2 speakers exhibit persistent optionality and non-target-like referential choices, particularly at the syntax-discourse interface.""
}"
