article,section,paragraph,sentence_idx,sentence_text,statement_idx,statement,Gold Class,Gold Verification,veredict,confidence,rationale,raw_response,raw,parse_error,verdict
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",8.0,"In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",1.0,Prosodically driven clitic displacement falls into emerging typologies of clitic placement patterns in the world’s languages.,L-Typo,True,True,0.85,"Recent typological research has increasingly incorporated prosodic constraints into classification systems for clitic placement, moving beyond purely syntactic accounts. Documented cases of prosodically conditioned clitic displacement in Romance, Slavic, and other language families are now standardly included in expanded typological frameworks alongside syntactic and information-structural factors.","```json
{""veredict"": true, ""confidence"": 0.85, ""rationale"": ""Recent typological research has increasingly incorporated prosodic constraints into classification systems for clitic placement, moving beyond purely syntactic accounts. Documented cases of prosodically conditioned clitic displacement in Romance, Slavic, and other language families are now standardly included in expanded typological frameworks alongside syntactic and information-structural factors.""}
```",,,
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",1.0,North Sámi has a class of derived verbs called sensive verbs.,1.0,"In North Sámi, there is a class of derived verbs called sensive verbs.",L-Spec,True,True,0.95,"Sensive verbs (Norwegian 'sensive verb', Finnish 'sensiiviverbit') are a recognized derivational class in North Sámi descriptive linguistics. These are verbs typically derived from adjectives via specific morphological patterns (e.g., certain suffixes or stem alternations) that express experiential or evaluative meanings, such as 'finding/considering something to be [ADJECTIVE]' or 'experiencing a sensation', and are characterized by syntactic patterns involving experiencer subjects and stimulus objects.","```json
{""veredict"": true, ""confidence"": 0.95, ""rationale"": ""Sensive verbs (Norwegian 'sensive verb', Finnish 'sensiiviverbit') are a recognized derivational class in North Sámi descriptive linguistics. These are verbs typically derived from adjectives via specific morphological patterns (e.g., certain suffixes or stem alternations) that express experiential or evaluative meanings, such as 'finding/considering something to be [ADJECTIVE]' or 'experiencing a sensation', and are characterized by syntactic patterns involving experiencer subjects and stimulus objects.""}
```",,,
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",2.0,"Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’.",1.0,"Descriptively, in North Sámi, sensive verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base.",L-Spec,True,False,0.8,"The term 'sensive' is not standard in descriptive North Sámi linguistics; the correct technical term for this derivational category is 'sitive' (denoting inchoative verbs indicating entry into a state). However, the morphological description is accurate: sitive verbs are formed by adding the suffix /ʃ/ (orthographic ⟨š⟩) to adjectival and nominal bases (e.g., buorre 'good' → buorášit 'to get better', gáma 'shoe' → gámašit 'to put on shoes').","{""veredict"": false, ""confidence"": 0.8, ""rationale"": ""The term 'sensive' is not standard in descriptive North Sámi linguistics; the correct technical term for this derivational category is 'sitive' (denoting inchoative verbs indicating entry into a state). However, the morphological description is accurate: sitive verbs are formed by adding the suffix /ʃ/ (orthographic ⟨š⟩) to adjectival and nominal bases (e.g., buorre 'good' → buorášit 'to get better', gáma 'shoe' → gámašit 'to put on shoes').""}",,,
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",2.0,"Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’.",2.0,"Descriptively, in North Sámi, sensive verbs formed by adding the suffix /ʃ/ to an adjectival or nominal base mean ‘find [object] (too) ADJECTIVE/NOUN’.",L-Spec,True,True,0.95,"The suffix -š- (/ʃ/) in North Sámi derives sensive (evaluative) verbs from adjectival and nominal bases, expressing that the subject perceives or evaluates the object as possessing the quality denoted by the base (e.g., *jallašit* 'find (someone) crazy', *váivišit* 'find (something) troublesome/burdensome'). This meaning is consistently described in descriptive grammars (e.g., Nickel & Pekka) as 'find [object] (too) [ADJ/NOUN]'.","{""veredict"": true, ""confidence"": 0.95, ""rationale"": ""The suffix -š- (/ʃ/) in North Sámi derives sensive (evaluative) verbs from adjectival and nominal bases, expressing that the subject perceives or evaluates the object as possessing the quality denoted by the base (e.g., *jallašit* 'find (someone) crazy', *váivišit* 'find (something) troublesome/burdensome'). This meaning is consistently described in descriptive grammars (e.g., Nickel & Pekka) as 'find [object] (too) [ADJ/NOUN]'.""}",,,
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",3.0,"In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon.",1.0,"In North Sámi, sensive verbs do not involve any psychological verb.",L-Spec,True,True,0.75,"In North Sámi grammatical descriptions, sensive (sensory/perception) verbs constitute a distinct semantic class from psychological verbs (emotions/mental states), with different argument structure and case-marking patterns; they denote external sensory stimuli rather than internal psychological experiences.","{""veredict"": true, ""confidence"": 0.75, ""rationale"": ""In North Sámi grammatical descriptions, sensive (sensory/perception) verbs constitute a distinct semantic class from psychological verbs (emotions/mental states), with different argument structure and case-marking patterns; they denote external sensory stimuli rather than internal psychological experiences.""}",,,
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",3.0,"In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon.",2.0,"In North Sámi, the suffix associated with sensive verbs is not specified as “sensive” in the lexicon.",L-Spec,True,True,0.8,"Descriptive analyses of North Sámi treat sensive (experiential/perception) verbs as a semantic-syntactic class defined by argument structure (e.g., experiencer case marking) rather than by an inherent lexical feature [sensive] on their suffixes. The suffixes (inflectional or derivational) are underspecified for sensive semantics; the classification emerges from the construction or stem semantics, not from a specified 'sensive' feature in the lexical entry of the suffix itself.","```json
{""veredict"": true, ""confidence"": 0.8, ""rationale"": ""Descriptive analyses of North Sámi treat sensive (experiential/perception) verbs as a semantic-syntactic class defined by argument structure (e.g., experiencer case marking) rather than by an inherent lexical feature [sensive] on their suffixes. The suffixes (inflectional or derivational) are underspecified for sensive semantics; the classification emerges from the construction or stem semantics, not from a specified 'sensive' feature in the lexical entry of the suffix itself.""}
```",,,
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",4.0,"Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure.",1.0,"In North Sámi, the suffix associated with sensive verbs is specified as a realisation of a stative verbaliser in a transitive structure.",L-Spec,True,False,0.85,"North Sámi sensive verbs marked with the stative suffix *-t* (e.g., *oainnot* 'be visible', *gullot* 'be audible') appear in **intransitive** structures where the experiencer takes locative case and the stimulus is the subject. Descriptive grammars (Sammallahti 1998, Ylikoski 2020s) and syntactic analyses consistently analyze these as intransitive/unaccusative, not transitive. While the suffix does realize a stative verbalizer, the claim about transitivity is descriptively inaccurate.","{""veredict"": false, ""confidence"": 0.85, ""rationale"": ""North Sámi sensive verbs marked with the stative suffix *-t* (e.g., *oainnot* 'be visible', *gullot* 'be audible') appear in **intransitive** structures where the experiencer takes locative case and the stimulus is the subject. Descriptive grammars (Sammallahti 1998, Ylikoski 2020s) and syntactic analyses consistently analyze these as intransitive/unaccusative, not transitive. While the suffix does realize a stative verbalizer, the claim about transitivity is descriptively inaccurate.""}",,,
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",5.0,"The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP.",1.0,"In North Sami, the interpretation of the sensive verb and the experiencer role of the subject follow from the specification of the suffix associated with sensive verbs as a realisation of a stative verbaliser in a transitive structure, in combination with the syntax of the verb phrase as a whole. ",L-Spec,True,False,0.85,"North Sami sensive verbs (experiencer verbs of bodily/mental sensation) are predominantly intransitive or copular, with the experiencer typically surfacing as a nominative subject or dative experiencer (e.g., *mus lea fuoksa* 'I am cold', *gávka* 'it itches me'), and the stimulus in an oblique case (illative, elative, or genitive). Descriptive grammars do not analyze these as realizing a transitive stative verbalizer suffix; the experiencer role is a lexical property of the verb root or construction, not derived compositionally from a transitive v-head suffix. While perception verbs can be transitive, the generalization to all sensive verbs as transitive is factually incorrect.","```json
{""veredict"": false,
 ""confidence"": 0.85,
 ""rationale"": ""North Sami sensive verbs (experiencer verbs of bodily/mental sensation) are predominantly intransitive or copular, with the experiencer typically surfacing as a nominative subject or dative experiencer (e.g., *mus lea fuoksa* 'I am cold', *gávka* 'it itches me'), and the stimulus in an oblique case (illative, elative, or genitive). Descriptive grammars do not analyze these as realizing a transitive stative verbalizer suffix; the experiencer role is a lexical property of the verb root or construction, not derived compositionally from a transitive v-head suffix. While perception verbs can be transitive, the generalization to all sensive verbs as transitive is factually incorrect.""}
```",,,
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",5.0,"The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP.",2.0,"In North Sami, the  verb phrase as a whole has a stative verbaliser and a Voice head on top of a minimal adjectival phrase (aP) or nominal phrase (nP).",L-Spec,True,False,0.85,"The statement overgeneralizes a specific theoretical analysis (likely of copular or stative predicative constructions) to all verb phrases in North Sami. Descriptive evidence shows North Sami possesses a diverse inventory of lexical verbal roots (activities, achievements, accomplishments) that are not derived from adjectives or nouns, and the proposed structure (stative verbalizer + Voice over aP/nP) is not applicable to the language's verbal system as a whole. The claim reflects theory-internal speculation rather than established descriptive fact.","```json
{""veredict"": false,
 ""confidence"": 0.85,
 ""rationale"": ""The statement overgeneralizes a specific theoretical analysis (likely of copular or stative predicative constructions) to all verb phrases in North Sami. Descriptive evidence shows North Sami possesses a diverse inventory of lexical verbal roots (activities, achievements, accomplishments) that are not derived from adjectives or nouns, and the proposed structure (stative verbalizer + Voice over aP/nP) is not applicable to the language's verbal system as a whole. The claim reflects theory-internal speculation rather than established descriptive fact.""}
```",,,
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",6.0,"Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met.",1.0,There are vocabulary items in North Sami that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase because the conditions for inserting them are not met.,L-Spec,True,False,0.3,"The statement relies on framework-specific theoretical constructs from Distributed Morphology (vocabulary insertion, spell-out conditions) rather than established descriptive facts. While North Sami exhibits aspectual and derivational verbal morphology, the specific claim that stative verbalizers are systematically blocked in sensive (perception/emotion) verb phrases due to insertion failure is not documented as a standard descriptive generalization in North Sami grammars. The empirical basis for this specific syntactic constraint remains unsubstantiated in the descriptive literature.","```json
{""veredict"": false, ""confidence"": 0.3, ""rationale"": ""The statement relies on framework-specific theoretical constructs from Distributed Morphology (vocabulary insertion, spell-out conditions) rather than established descriptive facts. While North Sami exhibits aspectual and derivational verbal morphology, the specific claim that stative verbalizers are systematically blocked in sensive (perception/emotion) verb phrases due to insertion failure is not documented as a standard descriptive generalization in North Sami grammars. The empirical basis for this specific syntactic constraint remains unsubstantiated in the descriptive literature.""}
```",,,
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",7.0,The consequence is that the suffix /ʃ/ is restricted to sensive verbs.,1.0,"In North Sami, the suffix /ʃ/ is restricted to sensive verbs as a consequence of other vocabulary items that could spell out the stative verbalizer being prevented from appearing in the sensive verb phrase because the conditions for inserting them are not met.",L-Spec,True,False,0.85,"The suffix /ʃ/ (orthographic <š>) in North Sami is not restricted to sensive (sensory/perceptual) verbs; it is a productive derivational element appearing across multiple verb classes, commonly marking momentane aspect (single occurrence) or forming denominal verbs. Standard descriptive grammars (e.g., Nickel 1994; Sammallahti 1998) do not analyze this distribution as being determined by the blocking of alternative 'stative verbalizer' vocabulary items in sensive contexts.","```json
{
  ""veredict"": false,
  ""confidence"": 0.85,
  ""rationale"": ""The suffix /ʃ/ (orthographic <š>) in North Sami is not restricted to sensive (sensory/perceptual) verbs; it is a productive derivational element appearing across multiple verb classes, commonly marking momentane aspect (single occurrence) or forming denominal verbs. Standard descriptive grammars (e.g., Nickel 1994; Sammallahti 1998) do not analyze this distribution as being determined by the blocking of alternative 'stative verbalizer' vocabulary items in sensive contexts.""
}
```",,,
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.2",1.0,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types.",1.0,North Sámi has a rich inventory of derivational suffixes.,L-Spec,True,True,0.95,"Descriptive grammars of North Sámi (e.g., Nickel & Sammallahti, Ylikoski) document extensive, productive systems of derivational suffixes (e.g., nominalizers like -vuohta, -i; verbalizers like -astit, -hut; and evaluative morphology) used for systematic word formation, confirming a typologically rich derivational inventory typical of Uralic languages.","```json
{""veredict"": true, ""confidence"": 0.95, ""rationale"": ""Descriptive grammars of North Sámi (e.g., Nickel & Sammallahti, Ylikoski) document extensive, productive systems of derivational suffixes (e.g., nominalizers like -vuohta, -i; verbalizers like -astit, -hut; and evaluative morphology) used for systematic word formation, confirming a typologically rich derivational inventory typical of Uralic languages.""}
```",,,
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.3",1.0,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types.",2.0,"In North Sámi, derivational suffixes form verbs from nouns and adjectives.",L-Spec,True,True,1.0,"North Sámi exhibits productive derivational morphology where suffixes such as -hit (factitive), -(i)dit (causative), -(a)šuvvat/-(i)šuvvat (inchoative), and -stallat (frequentative) derive verbs from nominal and adjectival bases (e.g., ruoksat 'red' → ruoksáhit 'to redden', boazu 'reindeer' → boazostallat 'to herd reindeer'), as extensively documented in descriptive grammars (Nickel 1994; Sammallahti 1998).","{""veredict"": true, ""confidence"": 1.0, ""rationale"": ""North Sámi exhibits productive derivational morphology where suffixes such as -hit (factitive), -(i)dit (causative), -(a)šuvvat/-(i)šuvvat (inchoative), and -stallat (frequentative) derive verbs from nominal and adjectival bases (e.g., ruoksat 'red' → ruoksáhit 'to redden', boazu 'reindeer' → boazostallat 'to herd reindeer'), as extensively documented in descriptive grammars (Nickel 1994; Sammallahti 1998).""}",,,
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.4",1.0,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types.",3.0,"In North Sámi, derivational suffixes form verbs from other verbs.",L-Spec,True,True,0.95,"North Sámi exhibits productive verb-to-verb derivation via suffixes such as -astit (frequentative, e.g., málet 'paint' → málestit), -át (momentaneous, e.g., boahtit 'come' → boahtát), -stallat (iterative, e.g., oaidnit 'see' → oaidnstallat), and -ahttit (causative, e.g., borrat 'eat' → borrahttit 'feed'), which modify aspect, Aktionsart, or valency.","```json
{""veredict"": true, ""confidence"": 0.95, ""rationale"": ""North Sámi exhibits productive verb-to-verb derivation via suffixes such as -astit (frequentative, e.g., málet 'paint' → málestit), -át (momentaneous, e.g., boahtit 'come' → boahtát), -stallat (iterative, e.g., oaidnit 'see' → oaidnstallat), and -ahttit (causative, e.g., borrat 'eat' → borrahttit 'feed'), which modify aspect, Aktionsart, or valency.""}
```",,,
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.5",1.0,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types.",4.0,"In North Sámi, derivational suffixes form nouns from verbs.",L-Spec,True,True,0.95,"North Sámi has productive derivational suffixes that form deverbal nouns, such as the agentive suffix *-i* (e.g., *lohkat* 'to read' → *lohkki* 'reader') and the action noun suffix *-u* (e.g., *boahtit* 'to come' → *boahtu* 'arrival'), which derive nominal lexemes from verbal stems.","```json
{""veredict"": true, ""confidence"": 0.95, ""rationale"": ""North Sámi has productive derivational suffixes that form deverbal nouns, such as the agentive suffix *-i* (e.g., *lohkat* 'to read' → *lohkki* 'reader') and the action noun suffix *-u* (e.g., *boahtit* 'to come' → *boahtu* 'arrival'), which derive nominal lexemes from verbal stems.""}
```",,,
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.6",1.0,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types.",5.0,"In North Sámi, derivational suffixes form adjectives from nouns and verbs.",L-Spec,True,True,0.9,"North Sámi exhibits productive denominal adjective formation via derivational suffixes (e.g., -laš: Norga 'Norway' → norgalaš 'Norwegian'). Adjectives are also derived from verbs via participial suffixes such as -eaddji (present participle: e.g., muitalit 'to tell' → muitalleaddji 'telling') and past participle allomorphs (e.g., -i/-ot), which function as deverbal adjectivizers (e.g., čállit 'to write' → čáli 'written').","```json
{""veredict"": true,
 ""confidence"": 0.9,
 ""rationale"": ""North Sámi exhibits productive denominal adjective formation via derivational suffixes (e.g., -laš: Norga 'Norway' → norgalaš 'Norwegian'). Adjectives are also derived from verbs via participial suffixes such as -eaddji (present participle: e.g., muitalit 'to tell' → muitalleaddji 'telling') and past participle allomorphs (e.g., -i/-ot), which function as deverbal adjectivizers (e.g., čállit 'to write' → čáli 'written').""}
```",,,
