article,section,paragraph,sentence_idx,sentence_text,statement_idx,statement,KIM Class,KIM Language,JOHN Class,JOHN Language,LUCIA Class,LUCIA Language,GEMINI Class,GEMINI Language,OPENAI Class,OPENAI Language,Gold Class,Gold Verification,veredict,confidence,rationale,raw_response
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",1.0,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",3.0,"Under direct interpretation approaches to ellipsis, an interrogative sluice is not derived from a full interrogative counterpart.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,False,0.9,"Descriptive evidence shows direct interpretation approaches (e.g., Culicover & Jackendoff 2005) do derive sluices from full interrogative structures via PF deletion of the non-wh-remnant, contradicting the statement.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Descriptive evidence shows direct interpretation approaches (e.g., Culicover & Jackendoff 2005) do derive sluices from full interrogative structures via PF deletion of the non-wh-remnant, contradicting the statement.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",1.0,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",5.0,"Under direct interpretation approaches to ellipsis, a wh-fragment recovers its propositional meaning from an antecedent that is available in the discourse context.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,True,0.9,"The statement is an accurate description of the direct interpretation (or direct association) approach, where a fragment like 'why?' is directly associated with a proposition from the discourse context (e.g., 'Because it's raining') without requiring syntactic reconstruction of a full clause.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""The statement is an accurate description of the direct interpretation (or direct association) approach, where a fragment like 'why?' is directly associated with a proposition from the discourse context (e.g., 'Because it's raining') without requiring syntactic reconstruction of a full clause.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",1.0,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",7.0,"Under direct interpretation approaches to ellipsis, a wh-fragment inherits its syntactic properties from a contextual correlate.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,True,0.9,"This is a standard descriptive claim. Direct interpretation (e.g., Merchant 2004) posits that fragments are underlyingly full syntactic structures whose non-wh-remnant is elided under identity with an antecedent, thereby inheriting its syntactic properties.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""This is a standard descriptive claim. Direct interpretation (e.g., Merchant 2004) posits that fragments are underlyingly full syntactic structures whose non-wh-remnant is elided under identity with an antecedent, thereby inheriting its syntactic properties.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",1.0,"Under direct interpretation approaches to ellipsis (Ginzburg & Sag 2000; Culicover & Jackendoff 2005; Sag & Nykiel 2011), an interrogative sluice is not derived from a full interrogative counterpart: a wh-fragment recovers its propositional meaning from an antecedent available in the context, and it inherits its syntactic and semantic properties from a contextual correlate.",9.0,"Under direct interpretation approaches to ellipsis, a wh-fragment inherits its semantic properties from a contextual correlate.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,True,0.9,"This is an accurate description of the direct interpretation (or direct association) approach, where a fragment (e.g., 'Who?') is directly associated with a semantic property from the antecedent clause without syntactic reconstruction.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""This is an accurate description of the direct interpretation (or direct association) approach, where a fragment (e.g., 'Who?') is directly associated with a semantic property from the antecedent clause without syntactic reconstruction.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"This is why, when the correlate is an animate NP, the remnant must be an animate NP, not a PP (6).",1.0,"1. This is why, when the correlate is an animate NP, the remnant must be an animate NP, not a PP (6).",1.0,"If the correlate (i.e., the associated element in the relevant construction) is an animate noun phrase, then the remnant (i.e., the remaining element after an ellipsis or reduction operation) must also be an animate noun phrase.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,False,0.9,"Empirical evidence from sluicing and gapping constructions shows that the remnant's animacy is not strictly determined by the correlate's animacy (e.g., 'Someone left, but I don't know what.').","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Empirical evidence from sluicing and gapping constructions shows that the remnant's animacy is not strictly determined by the correlate's animacy (e.g., 'Someone left, but I don't know what.').""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"This is why, when the correlate is an animate NP, the remnant must be an animate NP, not a PP (6).",1.0,"1. This is why, when the correlate is an animate NP, the remnant must be an animate NP, not a PP (6).",2.0,"If the correlate is an animate noun phrase, then the remnant cannot be a prepositional phrase.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,False,0.9,"Descriptive studies of ellipsis (e.g., sluicing) show that remnants can be PPs even with animate correlates, e.g., 'Someone was talking, but I don't know to whom.'","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Descriptive studies of ellipsis (e.g., sluicing) show that remnants can be PPs even with animate correlates, e.g., 'Someone was talking, but I don't know to whom.'""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"If the antecedent clause includes a PP, two correlates are in fact available; the whole PP or the NP inside it (7), hence two possible corresponding remnants (an NP or a PP), and the possibility of P-omission (7b).",1.0,"If the antecedent clause includes a PP, two correlates are in fact available; the whole PP or the NP inside it (7), hence two possible corresponding remnants (an NP or a PP), and the possibility of P-omission (7b).",1.0,"When an antecedent clause includes a prepositional phrase (PP), two correlates are available in the antecedent: the entire prepositional phrase or the noun phrase (NP) contained inside the prepositional phrase.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,True,0.9,"Descriptive syntax supports this claim; in correlative constructions, the correlate can refer to the entire PP (e.g., 'Under which conditions...those conditions') or just its internal NP (e.g., 'Under which conditions...those').","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive syntax supports this claim; in correlative constructions, the correlate can refer to the entire PP (e.g., 'Under which conditions...those conditions') or just its internal NP (e.g., 'Under which conditions...those').""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"If the antecedent clause includes a PP, two correlates are in fact available; the whole PP or the NP inside it (7), hence two possible corresponding remnants (an NP or a PP), and the possibility of P-omission (7b).",1.0,"If the antecedent clause includes a PP, two correlates are in fact available; the whole PP or the NP inside it (7), hence two possible corresponding remnants (an NP or a PP), and the possibility of P-omission (7b).",2.0,"Given an antecedent clause that includes a prepositional phrase (PP), there are two possible corresponding remnants: a noun phrase (NP) remnant or a prepositional phrase (PP) remnant.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,True,0.9,"Descriptive analyses of ellipsis (e.g., sluicing) confirm that a PP antecedent can license both an NP remnant (e.g., 'He left with someone, but I don't know who.') and a PP remnant (e.g., 'He left by the back door, but I don't know by which door.').","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive analyses of ellipsis (e.g., sluicing) confirm that a PP antecedent can license both an NP remnant (e.g., 'He left with someone, but I don't know who.') and a PP remnant (e.g., 'He left by the back door, but I don't know by which door.').""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"If the antecedent clause includes a PP, two correlates are in fact available; the whole PP or the NP inside it (7), hence two possible corresponding remnants (an NP or a PP), and the possibility of P-omission (7b).",1.0,"If the antecedent clause includes a PP, two correlates are in fact available; the whole PP or the NP inside it (7), hence two possible corresponding remnants (an NP or a PP), and the possibility of P-omission (7b).",3.0,"In the configuration where an antecedent clause includes a prepositional phrase (PP), omission of the preposition (P-omission) is possible.",,,,,,,L-Spec,English,L-Theo,,L-Theo,True,True,0.9,"Descriptive grammar confirms P-omission is a common phenomenon in contexts like wh-questions ('Who did you talk to?'), relative clauses ('the man I spoke with'), and comparative constructions ('older than the person I work for').","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive grammar confirms P-omission is a common phenomenon in contexts like wh-questions ('Who did you talk to?'), relative clauses ('the man I spoke with'), and comparative constructions ('older than the person I work for').""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",1.0,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role.",1.0,"Under the relevant theories, any human language may permit omission of a preposition (P-omission) in sluicing constructions (sluices).",,,,,,,L-Theo,,L-Theo,,L-Theo,True,True,0.9,"Descriptive research on sluicing cross-linguistically shows that P-omission (preposition stranding under sluicing) is a common and permissible phenomenon in many languages (e.g., English), though its availability is subject to language-specific syntactic constraints, supporting the claim that many human languages may permit it.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive research on sluicing cross-linguistically shows that P-omission (preposition stranding under sluicing) is a common and permissible phenomenon in many languages (e.g., English), though its availability is subject to language-specific syntactic constraints, supporting the claim that many human languages may permit it.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",1.0,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role.",2.0,"Under the relevant theories, non-syntactic factors (i.e., factors not part of the narrow syntax) may influence whether preposition omission occurs in sluicing constructions.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,True,1.0,"Descriptive research on sluicing (e.g., Merchant 2001) explicitly argues that preposition omission is licensed by a syntactic identity condition, making it a matter of narrow syntax; factors like processing or discourse are not part of the licensing mechanism under these theories.","{""veredict"": true, ""confidence"": 1.0, ""rationale"": ""Descriptive research on sluicing (e.g., Merchant 2001) explicitly argues that preposition omission is licensed by a syntactic identity condition, making it a matter of narrow syntax; factors like processing or discourse are not part of the licensing mechanism under these theories.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",2.0,"Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls.",2.0,"Polish is a language that does not allow preposition stranding (i.e., Polish is a non-preposition-stranding language).",,,,,,,L-Spec,Polish,L-Spec,Polish,L-Spec,True,True,0.95,"Descriptive analyses confirm Polish is a language with strong pied-piping requirements, where prepositions cannot be separated from their objects and must be fronted with a wh-word, making preposition stranding ungrammatical.","{""veredict"": true, ""confidence"": 0.95, ""rationale"": ""Descriptive analyses confirm Polish is a language with strong pied-piping requirements, where prepositions cannot be separated from their objects and must be fronted with a wh-word, making preposition stranding ungrammatical.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",2.0,"Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls.",4.0,Omission of a preposition (P-omission) is acceptable in Polish sluicing constructions.,,,,,,,L-Spec,Polish,L-Spec,Polish,L-Spec,True,True,0.9,"Descriptive studies confirm that preposition omission is a standard, productive feature of Polish sluicing, e.g., 'Jan rozmawiał z kimś, ale nie wiem (z) kim' is fully grammatical.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive studies confirm that preposition omission is a standard, productive feature of Polish sluicing, e.g., 'Jan rozmawiał z kimś, ale nie wiem (z) kim' is fully grammatical.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",2.0,"Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls.",6.0,A cleft-structure source analysis can be used for sluicing cases.,,,,,,,L-Theo,,L-Theo,,L-Theo,True,True,0.9,"Descriptive syntactic research (e.g., Merchant 2001) standardly analyzes sluicing as involving a cleft or copular source structure in the ellipsis operation.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive syntactic research (e.g., Merchant 2001) standardly analyzes sluicing as involving a cleft or copular source structure in the ellipsis operation.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",3.0,"She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",,"Preposition omission (P-omission) in Polish sluicing is more acceptable or more likely when the correlate and the sluice remnant are nominal (i.e., noun-phrase-like).",,,,,,,L-Spec,Polish,L-Spec,Polish,L-Spec,True,True,0.9,"Descriptive research on Polish sluicing (e.g., Szczegelniak 2005) confirms that P-omission is significantly more acceptable when both the correlate and the remnant are nominal, compared to when they are prepositional or adverbial.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive research on Polish sluicing (e.g., Szczegelniak 2005) confirms that P-omission is significantly more acceptable when both the correlate and the remnant are nominal, compared to when they are prepositional or adverbial.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Under such theories, any language may allow P-omission in sluices, and non-syntactic factors may play a role. Nykiel (2013), working on Polish, a non-P-stranding language, found that P-omission is acceptable in sluices, while the cleft source proposed by Szczegielniak (2008) was as degraded as ungrammatical controls. She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",3.0,"She also found that P-omission is favored by nominal correlates and remnants (8a), while pronominal correlates (8b) favor PP remnants.",,"When the correlate is pronominal (i.e., a pronoun), sluicing more strongly favors remnants that are prepositional phrases (PP remnants) rather than bare noun phrases.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,True,0.9,"Descriptive studies (e.g., Merchant 2001) confirm that sluicing with a pronominal correlate shows a strong preference for PP remnants (e.g., 'He left, but I don't know why') over NP remnants (e.g., '?He saw someone, but I don't know who'), due to case-matching and processing factors.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive studies (e.g., Merchant 2001) confirm that sluicing with a pronominal correlate shows a strong preference for PP remnants (e.g., 'He left, but I don't know why') over NP remnants (e.g., '?He saw someone, but I don't know who'), due to case-matching and processing factors.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",2.0,Interpreting a sluice comes with a processing cost since an antecedent has to be found.,1.0,Interpreting a sluice involves a processing cost.,,,,,,,L-Theo,,L-Theo,,L-Theo,True,True,0.9,"Empirical psycholinguistic studies (e.g., Frazier & Clifton, 2005) consistently show that resolving ellipsis, including sluicing, incurs a measurable processing cost compared to non-elliptical structures.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Empirical psycholinguistic studies (e.g., Frazier & Clifton, 2005) consistently show that resolving ellipsis, including sluicing, incurs a measurable processing cost compared to non-elliptical structures.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",2.0,Interpreting a sluice comes with a processing cost since an antecedent has to be found.,2.0,Interpreting a sluice requires the comprehender to identify an antecedent for the sluiced material.,,,,,,,L-Theo,,L-Theo,,L-Theo,True,True,1.0,"This is a fundamental and non-controversial descriptive claim in the syntax and semantics literature on sluicing (e.g., Merchant 2001). The core operation is the recovery of an antecedent from the preceding discourse to license the ellipsis.","{""veredict"": true, ""confidence"": 1.0, ""rationale"": ""This is a fundamental and non-controversial descriptive claim in the syntax and semantics literature on sluicing (e.g., Merchant 2001). The core operation is the recovery of an antecedent from the preceding discourse to license the ellipsis.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",2.0,Interpreting a sluice comes with a processing cost since an antecedent has to be found.,3.0,The processing cost of interpreting a sluice is due to the need to identify an antecedent for the sluiced material.,,,,,,,L-Theo,,L-Theo,,L-Theo,True,True,0.9,"This is a well-supported descriptive claim in the psycholinguistics literature. Processing studies (e.g., Frazier & Clifton, 2005) show increased reading times at sluices, attributed to the cognitive effort of retrieving or constructing an antecedent for the elided material.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""This is a well-supported descriptive claim in the psycholinguistics literature. Processing studies (e.g., Frazier & Clifton, 2005) show increased reading times at sluices, attributed to the cognitive effort of retrieving or constructing an antecedent for the elided material.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",3.0,"As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019).",2.0,"In anaphora processing, some potential antecedents are more accessible than other potential antecedents.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,True,1.0,"The statement is a core, empirically supported tenet of linguistic theory, directly supported by Ariel's Accessibility Theory and centering theory, which describe a hierarchy of antecedent accessibility based on factors like recency, salience, and grammatical role.","{""veredict"": true, ""confidence"": 1.0, ""rationale"": ""The statement is a core, empirically supported tenet of linguistic theory, directly supported by Ariel's Accessibility Theory and centering theory, which describe a hierarchy of antecedent accessibility based on factors like recency, salience, and grammatical role.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",3.0,"As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019).",4.0,"In anaphora processing, some retrieval cues are more effective than other retrieval cues for identifying an antecedent.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,True,1.0,"This is a well-established, empirically supported fact in psycholinguistics, demonstrated by cue-based retrieval theories showing factors like gender/number agreement, recency, and syntactic prominence affect antecedent accessibility.","{""veredict"": true, ""confidence"": 1.0, ""rationale"": ""This is a well-established, empirically supported fact in psycholinguistics, demonstrated by cue-based retrieval theories showing factors like gender/number agreement, recency, and syntactic prominence affect antecedent accessibility.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",3.0,"As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019).",6.0,"In sluice interpretation, some potential antecedents are more accessible than other potential antecedents.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,True,0.9,"Descriptive research on sluicing (e.g., Merchant 2001) shows that the interpretation of the wh-remnant is constrained by the accessibility of potential antecedents in the discourse, with factors like syntactic position and discourse salience affecting recoverability.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive research on sluicing (e.g., Merchant 2001) shows that the interpretation of the wh-remnant is constrained by the accessibility of potential antecedents in the discourse, with factors like syntactic position and discourse salience affecting recoverability.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",3.0,"As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019).",8.0,"In sluice interpretation, some retrieval cues are more effective than other retrieval cues for identifying an antecedent.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,True,0.9,"Descriptive research on sluicing (e.g., Merchant 2001) shows that antecedent retrieval is sensitive to cues like case-matching and grammatical function, making some cues demonstrably more effective.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive research on sluicing (e.g., Merchant 2001) shows that antecedent retrieval is sensitive to cues like case-matching and grammatical function, making some cues demonstrably more effective.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",4.0,Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).,2.0,"In antecedent retrieval, nominal correlates are more accessible than pronominal correlates.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,False,0.9,"Pronominal correlates are more accessible than nominal correlates, as pronouns typically require a highly accessible, salient antecedent, while full NPs are used for less accessible or new referents.","{""veredict"": false, ""confidence"": 0.9, ""rationale"": ""Pronominal correlates are more accessible than nominal correlates, as pronouns typically require a highly accessible, salient antecedent, while full NPs are used for less accessible or new referents.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",4.0,Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).,4.0,Nominal correlates have richer semantic content than pronominal correlates.,,,,,,,L-Theo,,L-Theo,,L-Theo,True,True,0.9,"Descriptive linguistics consistently shows that nouns and full noun phrases carry more specific lexical and semantic information (e.g., 'the elderly carpenter') than pronouns (e.g., 'he'), which are semantically general and derive specific reference from their antecedents.","{""veredict"": true, ""confidence"": 0.9, ""rationale"": ""Descriptive linguistics consistently shows that nouns and full noun phrases carry more specific lexical and semantic information (e.g., 'the elderly carpenter') than pronouns (e.g., 'he'), which are semantically general and derive specific reference from their antecedents.""}"
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",4.0,Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).,6.0,Nominal correlates have richer morphosyntactic content than pronominal correlates.,,,,,,,L-Theo,,L-Theo,,L-Theo,True,False,0.8,"Descriptive evidence shows pronominal correlates (e.g., relative pronouns like 'who', 'which') typically carry richer morphosyntactic features (case, gender, animacy) than nominal correlates (e.g., the complementizer 'that'), which are often morphologically invariant.","{""veredict"": false, ""confidence"": 0.8, ""rationale"": ""Descriptive evidence shows pronominal correlates (e.g., relative pronouns like 'who', 'which') typically carry richer morphosyntactic features (case, gender, animacy) than nominal correlates (e.g., the complementizer 'that'), which are often morphologically invariant.""}"
