article,section,paragraph,sentence_idx,sentence_text,statement_idx,predicted_statement
glossa-5217-bîlbîie,4.1 Between a Small Conjunct Gapping and a Large Conjunct Gapping,"{'original_paragraph': 'At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009). The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates. An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure. Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping. The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).', 'sentences': ['At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009).', 'The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates.', 'An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure.', 'Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping.', 'The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).']}",2,"The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates.",1,"The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants, and their correlates."
glossa-5217-bîlbîie,4.1 Between a Small Conjunct Gapping and a Large Conjunct Gapping,"{'original_paragraph': 'At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009). The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates. An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure. Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping. The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).', 'sentences': ['At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009).', 'The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates.', 'An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure.', 'Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping.', 'The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).']}",3,"An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure.",1,Park et al. (2019) and Park (to appear) provide an exhaustive proposal for accounting for scope ambiguities in gapping.
glossa-5217-bîlbîie,4.1 Between a Small Conjunct Gapping and a Large Conjunct Gapping,"{'original_paragraph': 'At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009). The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates. An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure. Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping. The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).', 'sentences': ['At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009).', 'The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates.', 'An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure.', 'Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping.', 'The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).']}",3,"An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure.",2,The proposal by Park et al. (2019) and Park (to appear) is a semantic underspecification-based analysis.
glossa-5217-bîlbîie,4.1 Between a Small Conjunct Gapping and a Large Conjunct Gapping,"{'original_paragraph': 'At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009). The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates. An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure. Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping. The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).', 'sentences': ['At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009).', 'The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates.', 'An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure.', 'Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping.', 'The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).']}",3,"An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure.",3,The semantic underspecification-based analysis by Park et al. (2019) and Park (to appear) uses Lexical Resource Semantics.
glossa-5217-bîlbîie,4.1 Between a Small Conjunct Gapping and a Large Conjunct Gapping,"{'original_paragraph': 'At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009). The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates. An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure. Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping. The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).', 'sentences': ['At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009).', 'The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates.', 'An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure.', 'Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping.', 'The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).']}",3,"An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure.",4,"The proposal by Park et al. (2019) and Park (to appear) is linked to a single, uniform syntactic structure."
glossa-5217-bîlbîie,4.1 Between a Small Conjunct Gapping and a Large Conjunct Gapping,"{'original_paragraph': 'At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009). The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates. An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure. Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping. The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).', 'sentences': ['At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009).', 'The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates.', 'An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure.', 'Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping.', 'The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).']}",4,"Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping.",1,Potter et al. (2017) assume that scope ambiguity (wide vs. distributive scope) has a syntactic source.
glossa-5217-bîlbîie,4.1 Between a Small Conjunct Gapping and a Large Conjunct Gapping,"{'original_paragraph': 'At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009). The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates. An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure. Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping. The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).', 'sentences': ['At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009).', 'The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates.', 'An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure.', 'Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping.', 'The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).']}",4,"Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping.",2,Potter et al. (2017) assume that scope ambiguity (wide vs. distributive scope) reflects an ambiguity in the size of coordinated categories.
glossa-5217-bîlbîie,4.1 Between a Small Conjunct Gapping and a Large Conjunct Gapping,"{'original_paragraph': 'At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009). The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates. An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure. Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping. The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).', 'sentences': ['At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009).', 'The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates.', 'An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure.', 'Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping.', 'The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).']}",4,"Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping.",3,Park et al. (2019) and Park (to appear) show that one can derive both wide and distributive interpretations from exclusively large conjunct structures if one adopts a framework with a flexible syntax-semantics mapping.
glossa-5217-bîlbîie,4.1 Between a Small Conjunct Gapping and a Large Conjunct Gapping,"{'original_paragraph': 'At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009). The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates. An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure. Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping. The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).', 'sentences': ['At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009).', 'The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates.', 'An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure.', 'Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping.', 'The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).']}",4,"Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping.",4,Exclusively large conjunct structures represent a homogeneous LCG approach.
glossa-5217-bîlbîie,4.1 Between a Small Conjunct Gapping and a Large Conjunct Gapping,"{'original_paragraph': 'At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009). The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates. An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure. Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping. The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).', 'sentences': ['At the semantic level, each remnant must be in a contrastive relation with a correlate in the source (in each contrastive pair, remnant and correlate belong to the same set of alternatives and at the same time they display a semantic opposition, neither of them subsuming the other, cf. a.o. Sag 1976; Hartmann 2000; Repp 2009).', 'The semantic reconstruction is operated by building the content of the fragment from the meaning of the source clause, the remnants and their correlates.', 'An exhaustive proposal (accounting for scope ambiguities in gapping) is given in Park et al. (2019) and Park (to appear), in terms of a semantic underspecification-based analysis (by using Lexical Resource Semantics) linked to a single, uniform syntactic structure.', 'Unlike Potter et al. (2017) who assume that scope ambiguity (wide vs. distributive scope) has a syntactic source and reflects an ambiguity in the size of coordinated categories, Park et al. (2019) and Park (to appear) convincingly show that one can derive both wide and distributive interpretations from exclusively large conjunct structures (i.e. a homogeneous LCG approach), if one adopts a framework with a flexible syntax-semantics mapping.', 'The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).']}",5,"The latter approach attributes to gapping (and to coordination, in general) an underspecified meaning, and the scope ambiguity arises as the result of different ways of specifying it: the conjuncts denote either tensed propositions (and in this case, only the distributive-scope reading arises) or eventuality descriptions (and in this case, only the wide-scope reading is available).",1,The approach by Park et al. (2019) and Park (to appear) attributes an underspecified meaning to gapping.
