article,section,paragraph,sentence_idx,sentence_text,statement_idx,statement,annotator1_class,annotator1_language,annotator2_class,annotator2_language,annotator3_class,annotator3_language,gemini_class,gemini_language,openai_class,openai_language,gold_class
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",7.0,The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase.,1.0,A curious language-specific puzzle in Yorùbá is solved.,S,,S,,S,,S,,S,,S
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",7.0,The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase.,2.0,Yorùbá is a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase .,L-Spec,Yoruba,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yoruba,L-Spec
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",8.0,"In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",1.0,Prosodically driven clitic displacement falls into emerging typologies of clitic placement patterns in the world’s languages.,L-Theo,,L-Typo,,L-Typo,,L-Typo,,L-Typo,,L-Typo
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",1.0,North Sámi has a class of derived verbs called sensive verbs.,1.0,"In North Sámi, there is a class of derived verbs called sensive verbs.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",2.0,"Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’.",1.0,"Descriptively, in North Sámi, sensive verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",2.0,"Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’.",2.0,"Descriptively, in North Sámi, sensive verbs formed by adding the suffix /ʃ/ to an adjectival or nominal base mean ‘find [object] (too) ADJECTIVE/NOUN’.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",3.0,"In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon.",1.0,"In North Sámi, sensive verbs do not involve any psychological verb.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",3.0,"In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon.",2.0,"In North Sámi, the suffix associated with sensive verbs is not specified as “sensive” in the lexicon.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",4.0,"Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure.",1.0,"In North Sámi, the suffix associated with sensive verbs is specified as a realisation of a stative verbaliser in a transitive structure.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",5.0,"The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP.",1.0,"In North Sami, the interpretation of the sensive verb and the experiencer role of the subject follow from the specification of the suffix associated with sensive verbs as a realisation of a stative verbaliser in a transitive structure, in combination with the syntax of the verb phrase as a whole. ",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sami,L-Spec,North Sami,L-Spec
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",5.0,"The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP.",2.0,"In North Sami, the  verb phrase as a whole has a stative verbaliser and a Voice head on top of a minimal adjectival phrase (aP) or nominal phrase (nP).",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sami,L-Spec,North Sami,L-Spec
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",6.0,"Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met.",1.0,There are vocabulary items in North Sami that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase because the conditions for inserting them are not met.,L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sami,L-Theo,,L-Spec
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",7.0,The consequence is that the suffix /ʃ/ is restricted to sensive verbs.,1.0,"In North Sami, the suffix /ʃ/ is restricted to sensive verbs as a consequence of other vocabulary items that could spell out the stative verbalizer being prevented from appearing in the sensive verb phrase because the conditions for inserting them are not met.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sami,L-Spec,North Sami,L-Spec
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.2",1.0,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types.",1.0,North Sámi has a rich inventory of derivational suffixes.,L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.3",1.0,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types.",2.0,"In North Sámi, derivational suffixes form verbs from nouns and adjectives.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.4",1.0,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types.",3.0,"In North Sámi, derivational suffixes form verbs from other verbs.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.5",1.0,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types.",4.0,"In North Sámi, derivational suffixes form nouns from verbs.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.6",1.0,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types.",5.0,"In North Sámi, derivational suffixes form adjectives from nouns and verbs.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.7",2.0,"In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns.",1.0,"The suffix /ʃ/, spelled š, is a derivational suffix in North Sámi.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.8",2.0,"In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns.",2.0,"The suffix /ʃ/, spelled š, forms verbs from adjectives or nouns in North Sámi.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.9",3.0,"More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1)",1.0,"In North Sámi, the derivational suffix /ʃ/ attaches to an adjective or noun.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.10",3.0,"More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1)",2.0,"In North Sámi, the attachment of the derivational suffix /ʃ/ to an adjective or noun returns a transitive verb.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.11",3.0,"More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1)",3.0,"In North Sámi, the resulting transitive verb (formed with the derivational suffix /ʃ/) means ‘[subject] find [object] (too) ADJECTIVE/NOUN’.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.12",5.0,"Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.2",1.0,Sensive verbs in North Sámi can be given in the infinitive.,L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec
glossa-5462-julien,1 Introduction,"North Sámi is known to have a rich inventory of derivational suffixes – suffixes that form verbs from nouns and adjectives or from other verbs, nouns from verbs, adjectives from nouns and verbs, to mention some main types. In this paper, I will take a closer look at one particular derivational suffix, the suffix /ʃ/, spelled š, which forms verbs from adjectives or nouns. More precisely, the suffix attaches to an adjective or noun and returns a transitive verb meaning ‘[subject] find [object] (too) ADJECTIVE/NOUN’.1 A few examples are given in (1). Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.13",5.0,"Note that the verbs are given in the infinitive, with the infinitival suffix -it following the derivational suffix.3",2.0,"In North Sámi, the infinitival suffix -it follows the derivational suffix /ʃ/ in sensive verbs.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec
glossa-8784-kocher,Title and Abstract,A sentence mood account for Spanish verum,1.0,A sentence mood account for Spanish verum,1.0,Spanish verum can stem from sentence mood,L-Spec,Spanish,L-Spec,Spanish,L-Spec,Spanish,L-Spec,Spanish,L-Spec,Spanish,L-Spec
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",,This article argues in favor of the idea that verum can result from focus marking on sentence mood.,1.0,Verum can result from focus marking on sentence mood.,L-Theo,,L-Spec,Spanish,L-Spec,Spanish,L-Theo,,L-Theo,,L-Theo
glossa-8784-kocher,Title and Abstract,"This article argues in favor of the idea that verum can result from focus marking on sentence mood. The empirical base are verum strategies in Spanish, English and German. It is shown that all of them result from stress on sentence mood, even though the strategies to express verum in the three languages appear unrelated on a superficial level: German and English rely on stress on a finite verb, Spanish inserts a particle. In the article, a semantic and syntactic account complete each other. The semantic approach is a revised version of Lohnstein’s sentence mood theory of verum focus. The effect of verum in different sentence moods is derived by the function each mood has and the alternatives that focus on them generates. The syntactic analysis is modeled in a cartographic framework (Rizzi 1997 et seq.) and motivates a projection in the lower section of the left periphery dedicated to sentence mood. A focus feature in this projection results in the verum interpretation of the proposition. The principal argument developed in this article is that the superficial differences across languages and clause types result from the fact that the focused mood feature is checked in different configurations.",2.0,"The empirical base are verum strategies in Spanish, English and German.",1.0,"Verum strategies in Spanish, English, and German constitute the empirical base of the article's claims.",S,,S,,S,,S,,S,,S
