article,section,paragraph,sentence_idx,sentence_text,statement_idx,statement,KIM Class,KIM Language,JOHN Class,JOHN Language,LUCIA Class,LUCIA Language,GEMINI Class,GEMINI Language,OPENAI Class,OPENAI Language,Gold Class,Gold Verification
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",2.0,"We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb.",1.0,The clausal coordinator sì in Yorùbá has an unusual surface position in the middle field of the second conjunct.,L-Spec,Yoruba,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,True
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",2.0,"We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb.",2.0,The clausal coordinator sì in Yorùbá is a proper coordinator.,L-Spec,Yoruba,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yoruba,L-Spec,True
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",2.0,"We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb.",3.0,Some sources claim that the clausal coordinator sì in Yorùbá is an adverb.,L-Spec,Yoruba,L-Spec,Yorùbá,L-Spec,Yorùbá,C,,C,,L-Spec,True
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",2.0,"We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb.",4.0,The clausal coordinator sì in Yorùbá is not an adverb.,L-Spec,Yoruba,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yoruba,L-Spec,True
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",3.0,"We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses.",1.0,"Sì is used in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses.",L-Spec,Yoruba,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Italian,L-Spec,Italian,L-Spec,True
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",4.0,"Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful.",1.0,"Based on simple clauses and complex constructions involving focus movement, adverbial clauses, or relative clauses, a search for a uniform syntactic position of the clausal coordinator sì in Yorùbá is unsuccessful.",L-Spec,Yoruba,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,True
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",5.0,"Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands.",1.0,The uniform underlying factor in simple clauses and complex constructions involving focus movement is that the clausal coordinator sì in Yorùbá always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands.,L-Spec,Yoruba,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yoruba,L-Spec,Yorùbá,L-Spec,True
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",5.0,"Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands.",2.0,The uniform underlying factor in simple clauses and complex constructions involving adverbial clauses is that the clausal coordinator sì in Yorùbá always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands.,L-Spec,Yoruba,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,True
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",5.0,"Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands.",3.0,The uniform underlying factor in simple clauses and complex constructions involving relative clauses is that the clausal coordinator sì in Yorùbá always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands.,L-Spec,Yoruba,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yoruba,L-Spec,True
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",6.0,"We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy.",1.0,Various phonological processes provide evidence that the clausal coordinator sì in Yorùbá always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands.,L-Spec,Yoruba,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,True
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",6.0,"We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy.",2.0,Phonological fusion is a phonological process.,L-Theo,,L-Theo,,L-Theo,,L-Theo,,S,,L-Theo,True
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",6.0,"We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy.",3.0,The association of floating tones is a phonological process.,L-Theo,,L-Theo,,L-Theo,,L-Theo,,L-Theo,,L-Theo,True
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",6.0,"We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy.",4.0,Assimilation  is a phonological process.,L-Theo,,L-Theo,,L-Theo,,L-Theo,,L-Theo,,L-Theo,True
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",6.0,"We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy.",5.0,Tonal Obligatory Contour Principle (OCP)-effects  is a phonological process.,L-Theo,,L-Theo,,L-Theo,,L-Theo,,L-Theo,,L-Theo,True
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",6.0,"We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy.",6.0,Allomorphy  is a phonological process.,L-Theo,,L-Theo,,L-Theo,,L-Theo,,L-Theo,,L-Theo,True
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",7.0,The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase.,2.0,Yorùbá is a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase .,L-Spec,Yoruba,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yorùbá,L-Spec,Yoruba,L-Spec,True
glossa-10899-aremu,Title and Abstract,"In this paper, we look at the properties of the clausal coordinator sì in Yorùbá. We will show that despite its unusual surface position in the middle field of the second conjunct, the element should still be treated as a proper coordinator and not, as sometimes claimed, as an adverb. We then go on to fully describe the distribution of sì in simple clauses as well as in complex constructions involving focus movement, adverbial or relative clauses. Based on these configurations, we argue that a search for a uniform syntactic position of sì is bound to be unsuccessful. Rather, we claim that the uniform underlying factor in all of these constructions is that sì always right-attaches to the first phonological phrase of the second conjunct clause irrespective of syntactic constituents or islands. We provide evidence for this claim from various phonological processes such as (i) phonological fusion, (ii) the association of floating tones, (iii) assimilation, (iv) tonal OCP-effects, and (v) allomorphy. The present study thus not only solves a curious language-specific puzzle in Yorùbá but also provides a convincing case of prosodically driven clitic displacement to a position after the first phonological/prosodic phrase. In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",8.0,"In doing so, it falls nicely into emerging typologies of clitic placement patterns in the world’s languages.",1.0,Prosodically driven clitic displacement falls into emerging typologies of clitic placement patterns in the world’s languages.,L-Theo,,L-Typo,,L-Typo,,L-Typo,,L-Typo,,L-Typo,True
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",1.0,North Sámi has a class of derived verbs called sensive verbs.,1.0,"In North Sámi, there is a class of derived verbs called sensive verbs.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,True
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",2.0,"Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’.",1.0,"Descriptively, in North Sámi, sensive verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,True
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",2.0,"Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’.",2.0,"Descriptively, in North Sámi, sensive verbs formed by adding the suffix /ʃ/ to an adjectival or nominal base mean ‘find [object] (too) ADJECTIVE/NOUN’.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,True
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",3.0,"In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon.",1.0,"In North Sámi, sensive verbs do not involve any psychological verb.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,True
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",3.0,"In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon.",2.0,"In North Sámi, the suffix associated with sensive verbs is not specified as “sensive” in the lexicon.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,True
glossa-5462-julien,Title and Abstract,"North Sámi has a class of derived verbs called sensive verbs. Descriptively, these verbs are formed by adding the suffix /ʃ/ to an adjectival or nominal base, and the resulting verb means ‘find [object] (too) ADJECTIVE/NOUN’. In this paper it is argued that the sensive verbs do not involve any psychological verb, and the suffix is not specified as “sensive” in the lexicon. Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure. The interpretation of the verb and the experiencer role of the subject follow from this specification in combination with the syntax of the verb phrase as a whole, which has a stative verbaliser and a Voice head on top of a minimal aP or nP. Other vocabulary items that could spell out the stative verbaliser are prevented from appearing in the sensive verb phrase, since the conditions for inserting them are not met. The consequence is that the suffix /ʃ/ is restricted to sensive verbs.",4.0,"Rather, the suffix is specified as a realisation of a stative verbaliser in a transitive structure.",1.0,"In North Sámi, the suffix associated with sensive verbs is specified as a realisation of a stative verbaliser in a transitive structure.",L-Spec,North Sami,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,North Sámi,L-Spec,True
