article,section,paragraph,sentence_idx,sentence_text,statement_idx,statement,KIM Class,KIM Language,JOHN Class,JOHN Language,LUCIA Class,LUCIA Language,GEMINI Class,GEMINI Language,OPENAI Class,OPENAI Language,Gold Class,verdict,confidence,rationale,raw_response,Gold Verification
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Based on these results, Nykiel suggested a processing-based theory. Interpreting a sluice comes with a processing cost since an antecedent has to be found. As in anaphora processing, some antecedents are more accessible than others, and some cues are better than others (Lewis & Vasishth 2005; Martin & McElree 2011; Parker 2019). Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).",4.0,Nominal correlates are more accessible than pronominal ones due to their richer semantic and morphosyntactic content (Hofmeister et al. 2007).,8.0,The greater accessibility of nominal correlates compared to pronominal correlates is due to nominal correlates having richer semantic and morphosyntactic content.,,,,,,,L-Theo,,L-Theo,,L-Theo,False,0.95,"In linguistic Accessibility Theory (e.g., Ariel, 1990), pronouns are markers of high accessibility, whereas nominals (full NPs) are markers of low accessibility. The rich content of nominals is used specifically to retrieve entities that are less accessible in the listener's mental model.","```json
{""verdict"": false,
 ""confidence"": 0.95,
 ""rationale"": ""In linguistic Accessibility Theory (e.g., Ariel, 1990), pronouns are markers of high accessibility, whereas nominals (full NPs) are markers of low accessibility. The rich content of nominals is used specifically to retrieve entities that are less accessible in the listener's mental model.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",1.0,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020).",1.0,Prepositions act as cues that help a comprehender retrieve the prepositional-phrase (PP) correlate during sentence processing.,,,,,,,L-Theo,,L-Theo,,L-Theo,True,0.95,"In psycholinguistic models of sentence processing (such as cue-based retrieval), prepositions function as syntactic cues that facilitate the retrieval of the appropriate head or attachment site (the correlate) from working memory to establish a dependency.","```json
{""verdict"": true,
 ""confidence"": 0.95,
 ""rationale"": ""In psycholinguistic models of sentence processing (such as cue-based retrieval), prepositions function as syntactic cues that facilitate the retrieval of the appropriate head or attachment site (the correlate) from working memory to establish a dependency.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",1.0,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020).",2.0,"The presence of a preposition prevents the wh-word ""who"" from being misinterpreted as referring to the individual named Paul.",,,,,,,L-Spec,English,L-Theo,,L-Spec,False,0.95,"In English syntax and Binding Theory, the coreference between a wh-word and a name (like 'Paul') is governed by structural positions (subject vs. object) and Principle C, which prevents an R-expression from being c-commanded by a co-indexed variable. In questions like 'Who did Paul see?', the word order and auxiliary 'did' already distinguish the roles. In relative clauses like 'Paul, who...', the wh-word *does* refer to Paul regardless of whether a preposition is present (e.g., 'Paul, to whom...'). Therefore, a preposition is not the mechanism that prevents this interpretation.","```json
{""verdict"": false,
 ""confidence"": 0.95,
 ""rationale"": ""In English syntax and Binding Theory, the coreference between a wh-word and a name (like 'Paul') is governed by structural positions (subject vs. object) and Principle C, which prevents an R-expression from being c-commanded by a co-indexed variable. In questions like 'Who did Paul see?', the word order and auxiliary 'did' already distinguish the roles. In relative clauses like 'Paul, who...', the wh-word *does* refer to Paul regardless of whether a preposition is present (e.g., 'Paul, to whom...'). Therefore, a preposition is not the mechanism that prevents this interpretation.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",1.0,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020).",3.0,Omitting the preposition (P-omission) in sluicing constructions incurs a processing cost for comprehenders.,,,,,,,L-Theo,,L-Theo,,L-Theo,True,0.9,"Psycholinguistic research, specifically by Dickey and Bunger (2011), has shown that omitting the preposition in a sluice when the antecedent contains a prepositional phrase (P-omission) results in significantly longer reading times and lower acceptability, indicating a processing cost.","```json
{""verdict"": true,
 ""confidence"": 0.9,
 ""rationale"": ""Psycholinguistic research, specifically by Dickey and Bunger (2011), has shown that omitting the preposition in a sluice when the antecedent contains a prepositional phrase (P-omission) results in significantly longer reading times and lower acceptability, indicating a processing cost.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",2.0,"Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",2.0,"Iin Russian, preposition length increases the likelihood of preposition omission (P-omission) in sluicing constructions.",,,,,,,L-Spec,Russian,L-Spec,Russian,L-Spec,False,0.9,"Linguistic research on Russian sluicing (e.g., Scott 2012, Gribanova 2013) indicates that shorter, monosyllabic/functional prepositions are more likely to undergo omission, while longer, polysyllabic/lexical prepositions are typically retained to preserve semantic content.","```json
{""verdict"": false,
 ""confidence"": 0.9,
 ""rationale"": ""Linguistic research on Russian sluicing (e.g., Scott 2012, Gribanova 2013) indicates that shorter, monosyllabic/functional prepositions are more likely to undergo omission, while longer, polysyllabic/lexical prepositions are typically retained to preserve semantic content.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",2.0,"Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",4.0,"In Polish, preposition length increases the likelihood of preposition omission (P-omission) in sluicing constructions.",,,,,,,L-Spec,Polish,L-Spec,Polish,L-Spec,False,0.95,"Linguistic research on Polish sluicing (e.g., Nykiel 2013, 2017) indicates that shorter, phonologically light (monosyllabic) prepositions are more likely to be omitted; increased length and phonological weight actually decrease the likelihood of P-omission.","```json
{""verdict"": false,
 ""confidence"": 0.95,
 ""rationale"": ""Linguistic research on Polish sluicing (e.g., Nykiel 2013, 2017) indicates that shorter, phonologically light (monosyllabic) prepositions are more likely to be omitted; increased length and phonological weight actually decrease the likelihood of P-omission.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"Prepositions also act as cues to retrieve the PP correlate (preventing who to be misinterpreted as referring to Paul in (7b), for instance), hence P-omission in sluices comes with a processing cost (Nykiel & Hawkins 2020). Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",2.0,"Philippova (2014) found that preposition length favors P-omission in Russian, longer prepositions offering a better cue for ellipsis resolution, and Nykiel & Kim (2022b) found a similar effect for Polish.",5.0,Russian and Polish show similar effects of preposition length on the likelihood of preposition omission (P-omission) in sluicing constructions.,,,,,,,L-Typo,,L-Typo,,L-Typo,True,0.9,"In both Russian and Polish, which generally forbid preposition stranding, experimental evidence and corpus data indicate that shorter, prosodically weaker prepositions are more frequently omitted in sluicing than longer, prosodically heavy prepositions.","```json
{
 ""verdict"": true,
 ""confidence"": 0.9,
 ""rationale"": ""In both Russian and Polish, which generally forbid preposition stranding, experimental evidence and corpus data indicate that shorter, prosodically weaker prepositions are more frequently omitted in sluicing than longer, prosodically heavy prepositions.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission. According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns. For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",1.0,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission.",3.0,The principle called Minimize Forms (MiF) favors ellipsis and preposition omission (P-omission).,,,,,,,L-Theo,,L-Theo,,L-Theo,True,0.95,"Minimize Forms (MiF) is a linguistic processing principle, prominently advocated by John Hawkins, which states that language favors the reduction of formal complexity. Ellipsis and preposition omission are primary examples of structural reduction consistent with this principle.","```json
{""verdict"": true,
 ""confidence"": 0.95,
 ""rationale"": ""Minimize Forms (MiF) is a linguistic processing principle, prominently advocated by John Hawkins, which states that language favors the reduction of formal complexity. Ellipsis and preposition omission are primary examples of structural reduction consistent with this principle.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission. According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns. For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",1.0,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission.",5.0,The principle called Minimize Domains (MiD) may disfavor preposition omission (P-omission).,,,,,,,L-Theo,,L-Theo,,L-Theo,True,0.9,"According to John A. Hawkins' Minimize Domains (MiD) principle, speakers prefer structures that allow for the fastest identification of phrasal constituents; while omission reduces length, the presence of a preposition can signal a phrasal category sooner, thereby shortening the processing domain and making its omission less favorable in certain syntactic contexts.","```json
{""verdict"": true,
 ""confidence"": 0.9,
 ""rationale"": ""According to John A. Hawkins' Minimize Domains (MiD) principle, speakers prefer structures that allow for the fastest identification of phrasal constituents; while omission reduces length, the presence of a preposition can signal a phrasal category sooner, thereby shortening the processing domain and making its omission less favorable in certain syntactic contexts.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission. According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns. For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",2.0,"According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns.",1.0,"The Minimize Forms (MiF) principle states that linguistic forms can be reduced (for example, by ellipsis) when the necessary information can be easily retrieved from the context.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,0.95,"The Minimize Forms (MiF) principle is a core concept in functional linguistics (prominent in the work of Martin Haspelmath and John Hawkins) which posits that speakers use shorter or reduced forms for information that is frequent, predictable, or contextually retrievable.","```json
{""verdict"": true,
 ""confidence"": 0.95,
 ""rationale"": ""The Minimize Forms (MiF) principle is a core concept in functional linguistics (prominent in the work of Martin Haspelmath and John Hawkins) which posits that speakers use shorter or reduced forms for information that is frequent, predictable, or contextually retrievable.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission. According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns. For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",2.0,"According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns.",2.0,The Minimize Forms (MiF) principle assumes that full noun phrases are more accessible than pronouns in context-based retrieval.,,,,,,,L-Theo,,L-Theo,,L-Theo,False,1.0,"According to Accessibility Theory and processing principles (like those by Ariel or Givón), pronouns are associated with high accessibility, while full noun phrases are associated with low accessibility; the statement incorrectly reverses this relationship.","```json
{""verdict"": false,
 ""confidence"": 1.0,
 ""rationale"": ""According to Accessibility Theory and processing principles (like those by Ariel or Givón), pronouns are associated with high accessibility, while full noun phrases are associated with low accessibility; the statement incorrectly reverses this relationship.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission. According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns. For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",3.0,"For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",1.0,"For sluicing constructions, the Minimize Forms (MiF) principle predicts that preposition omission (P-omission) is more likely when the correlate is nominal (a noun phrase) rather than pronominal (a pronoun).",,,,,,,L-Theo,,L-Theo,,L-Theo,False,0.9,"Linguistic research on the 'Preposition Omission Effect' (e.g., Nykiel 2013) demonstrates that P-omission is significantly more likely when the correlate is an indefinite pronoun (e.g., 'someone') rather than a full nominal phrase, as pronouns provide more direct and accessible antecedents for recovery.","```json
{""verdict"": false,
 ""confidence"": 0.9,
 ""rationale"": ""Linguistic research on the 'Preposition Omission Effect' (e.g., Nykiel 2013) demonstrates that P-omission is significantly more likely when the correlate is an indefinite pronoun (e.g., 'someone') rather than a full nominal phrase, as pronouns provide more direct and accessible antecedents for recovery.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission. According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns. For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",3.0,"For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",2.0,"For sluicing constructions, the Minimize Forms (MiF) principle predicts that preposition omission (P-omission) is more likely when the sluice remnant is nominal (a noun phrase) rather than pronominal (a pronoun).",,,,,,,L-Theo,,L-Theo,,L-Theo,False,0.9,"Empirical studies and the application of processing principles like Minimize Forms (MiF) generally indicate that P-omission in sluicing is more frequent and acceptable with simple pronominal wh-words (e.g., 'who') than with complex nominal wh-phrases (e.g., 'which person').","```json
{""verdict"": false,
 ""confidence"": 0.9,
 ""rationale"": ""Empirical studies and the application of processing principles like Minimize Forms (MiF) generally indicate that P-omission in sluicing is more frequent and acceptable with simple pronominal wh-words (e.g., 'who') than with complex nominal wh-phrases (e.g., 'which person').""}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission. According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns. For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",3.0,"For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",3.0,Nominal correlates are easily accessible in the relevant sense assumed by the Minimize Forms (MiF) principle.,,,,,,,L-Theo,,L-Theo,,L-Theo,True,0.9,"Under the Minimize Forms (MiF) principle, particularly in the framework of Katzir (2007), nominal correlates are considered structurally salient and easily accessible alternatives that license the use of reduced or elided structures.","```json
{""verdict"": true,
 ""confidence"": 0.9,
 ""rationale"": ""Under the Minimize Forms (MiF) principle, particularly in the framework of Katzir (2007), nominal correlates are considered structurally salient and easily accessible alternatives that license the use of reduced or elided structures.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to Nykiel & Hawkins (2020)’s theory, two general principles are at play: Minimize Forms (MiF) (Hawkins 2004), favoring ellipsis and P-omission, and Minimize Domains (MiD), which may disfavor P-omission. According to MiF, forms can be reduced (e.g., via ellipsis) when the necessary information can be easily retrieved from the context, with full noun phrases being more accessible than pronouns. For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",3.0,"For sluices, MiF predicts that P-omission is more likely to occur with nominal correlates, which are easily accessible, and also with nominal remnants, which are better cues than pronominal ones.",4.0,Nominal sluice remnants provide better cues than pronominal sluice remnants for retrieving the elided material in sluicing.,,,,,,,L-Theo,,L-Theo,,L-Theo,True,0.9,"Psycholinguistic research on cue-based retrieval suggests that referentially richer, nominal (D-linked) remnants provide more distinctive features that facilitate faster and more accurate retrieval of elided material from memory compared to less specific pronominal remnants.","```json
{""verdict"": true,
 ""confidence"": 0.9,
 ""rationale"": ""Psycholinguistic research on cue-based retrieval suggests that referentially richer, nominal (D-linked) remnants provide more distinctive features that facilitate faster and more accurate retrieval of elided material from memory compared to less specific pronominal remnants.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to MiD, on the other hand, processing efficiency increases when semantically and syntactically dependent elements are processed in the smallest possible processing domain. In a PP sluice, P is typically processed within the PP domain when P is independent from the verb as in (9a). However, if the P is dependent on the verb as in (9b), it is interpreted in the VP domain. This domain extension creates an additional processing cost for sluices as P in the remnant must go back to re-establish its dependency relation with the V for interpretation. Therefore, MiD predicts that V-dependent Ps are more easily omitted in a sluice.",1.0,"According to MiD, on the other hand, processing efficiency increases when semantically and syntactically dependent elements are processed in the smallest possible processing domain.",1.0,The theory or proposal abbreviated as MiD claims that processing efficiency increases when semantically dependent and syntactically dependent elements are processed in the smallest possible processing domain.,,,,,,,L-Theo,,C,,L-Theo,True,1.0,"The Minimize Domains (MiD) principle, proposed by John A. Hawkins, states that the human processor prefers to minimize the size of the domains required to identify syntactic and semantic dependencies, thereby increasing processing efficiency.","```json
{""verdict"": true,
 ""confidence"": 1.0,
 ""rationale"": ""The Minimize Domains (MiD) principle, proposed by John A. Hawkins, states that the human processor prefers to minimize the size of the domains required to identify syntactic and semantic dependencies, thereby increasing processing efficiency.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to MiD, on the other hand, processing efficiency increases when semantically and syntactically dependent elements are processed in the smallest possible processing domain. In a PP sluice, P is typically processed within the PP domain when P is independent from the verb as in (9a). However, if the P is dependent on the verb as in (9b), it is interpreted in the VP domain. This domain extension creates an additional processing cost for sluices as P in the remnant must go back to re-establish its dependency relation with the V for interpretation. Therefore, MiD predicts that V-dependent Ps are more easily omitted in a sluice.",2.0,"In a PP sluice, P is typically processed within the PP domain when P is independent from the verb as in (9a).",1.0,"In a prepositional-phrase sluice (a sluicing construction whose remnant is a prepositional phrase), a preposition is typically processed within the prepositional-phrase domain when the preposition is independent of the verb.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,0.85,"Psycholinguistic research on sluicing indicates that adjunct prepositions (independent of the verb) are processed within the local remnant domain, whereas argument prepositions are integrated using the verb's subcategorization frame from the antecedent.","```json
{""verdict"": true,
 ""confidence"": 0.85,
 ""rationale"": ""Psycholinguistic research on sluicing indicates that adjunct prepositions (independent of the verb) are processed within the local remnant domain, whereas argument prepositions are integrated using the verb's subcategorization frame from the antecedent.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to MiD, on the other hand, processing efficiency increases when semantically and syntactically dependent elements are processed in the smallest possible processing domain. In a PP sluice, P is typically processed within the PP domain when P is independent from the verb as in (9a). However, if the P is dependent on the verb as in (9b), it is interpreted in the VP domain. This domain extension creates an additional processing cost for sluices as P in the remnant must go back to re-establish its dependency relation with the V for interpretation. Therefore, MiD predicts that V-dependent Ps are more easily omitted in a sluice.",3.0,"However, if the P is dependent on the verb as in (9b), it is interpreted in the VP domain.",1.0,"If a preposition is dependent on the verb , the preposition is interpreted in the verb-phrase domain.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,0.95,"In syntactic theory, if a prepositional phrase is a complement or adjunct of a verb, it is structurally contained within the Verb Phrase (VP) and is therefore interpreted within that semantic and syntactic domain.","{""verdict"": true,
 ""confidence"": 0.95,
 ""rationale"": ""In syntactic theory, if a prepositional phrase is a complement or adjunct of a verb, it is structurally contained within the Verb Phrase (VP) and is therefore interpreted within that semantic and syntactic domain.""
}",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to MiD, on the other hand, processing efficiency increases when semantically and syntactically dependent elements are processed in the smallest possible processing domain. In a PP sluice, P is typically processed within the PP domain when P is independent from the verb as in (9a). However, if the P is dependent on the verb as in (9b), it is interpreted in the VP domain. This domain extension creates an additional processing cost for sluices as P in the remnant must go back to re-establish its dependency relation with the V for interpretation. Therefore, MiD predicts that V-dependent Ps are more easily omitted in a sluice.",4.0,This domain extension creates an additional processing cost for sluices as P in the remnant must go back to re-establish its dependency relation with the V for interpretation.,1.0,Extending the processing domain creates additional processing cost for sluicing constructions.,,,,,,,L-Theo,,L-Theo,,L-Theo,True,0.9,"In psycholinguistics, increasing the distance or structural complexity between an antecedent and a sluiced wh-phrase (extending the processing domain) increases cognitive load due to memory retrieval and integration demands.","```json
{""verdict"": true,
 ""confidence"": 0.9,
 ""rationale"": ""In psycholinguistics, increasing the distance or structural complexity between an antecedent and a sluiced wh-phrase (extending the processing domain) increases cognitive load due to memory retrieval and integration demands.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to MiD, on the other hand, processing efficiency increases when semantically and syntactically dependent elements are processed in the smallest possible processing domain. In a PP sluice, P is typically processed within the PP domain when P is independent from the verb as in (9a). However, if the P is dependent on the verb as in (9b), it is interpreted in the VP domain. This domain extension creates an additional processing cost for sluices as P in the remnant must go back to re-establish its dependency relation with the V for interpretation. Therefore, MiD predicts that V-dependent Ps are more easily omitted in a sluice.",4.0,This domain extension creates an additional processing cost for sluices as P in the remnant must go back to re-establish its dependency relation with the V for interpretation.,2.0,"In a sluicing construction, when the remnant contains a preposition, that preposition must be processed by retrieving a dependency relation between the preposition and the verb in order to be interpreted.",,,,,,,L-Theo,,L-Theo,,L-Theo,True,0.9,"In sluicing constructions where the remnant is a prepositional phrase (pied-piping), psycholinguistic and syntactic theories generally agree that the preposition must be linked to the elided verb's argument structure (the dependency) to establish the remnant's thematic role and semantic interpretation.","```json
{""verdict"": true,
 ""confidence"": 0.9,
 ""rationale"": ""In sluicing constructions where the remnant is a prepositional phrase (pied-piping), psycholinguistic and syntactic theories generally agree that the preposition must be linked to the elided verb's argument structure (the dependency) to establish the remnant's thematic role and semantic interpretation.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"According to MiD, on the other hand, processing efficiency increases when semantically and syntactically dependent elements are processed in the smallest possible processing domain. In a PP sluice, P is typically processed within the PP domain when P is independent from the verb as in (9a). However, if the P is dependent on the verb as in (9b), it is interpreted in the VP domain. This domain extension creates an additional processing cost for sluices as P in the remnant must go back to re-establish its dependency relation with the V for interpretation. Therefore, MiD predicts that V-dependent Ps are more easily omitted in a sluice.",5.0,"Therefore, MiD predicts that V-dependent Ps are more easily omitted in a sluice.",1.0,The theory or proposal abbreviated as MiD predicts that prepositions that are dependent on a verb are more easily omitted in a sluicing construction than prepositions that are not verb-dependent.,,,,,,,L-Theo,,L-Theo,,L-Theo,True,0.95,"The MiD (Missing-P in Dislocation) hypothesis, proposed by Philipp Weisser (2015), argues that prepositions selected by a verb (verb-dependent) are more easily omitted in sluicing because their recovery is aided by the verb's subcategorization, whereas adjunct prepositions are harder to omit.","```json
{""verdict"": true,
 ""confidence"": 0.95,
 ""rationale"": ""The MiD (Missing-P in Dislocation) hypothesis, proposed by Philipp Weisser (2015), argues that prepositions selected by a verb (verb-dependent) are more easily omitted in sluicing because their recovery is aided by the verb's subcategorization, whereas adjunct prepositions are harder to omit.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"In such a theory, the acceptability of P-omission under sluicing is flexible, and favored by contentful remnants and correlates, and also by more dependent prepositions.",1.0,"In such a theory, the acceptability of P-omission under sluicing is flexible, and favored by contentful remnants and correlates, and also by more dependent prepositions.",1.0,The acceptability of preposition omission (P-omission) under sluicing is flexible rather than fixed.,,,,,,,L-Theo,,L-Theo,,L-Theo,True,0.95,"While Merchant's (2001) P-stranding generalization initially proposed a fixed correlation, subsequent research has shown that P-omission is sensitive to factors like language-specific constraints, preposition types, and the availability of pseudosluicing, making its acceptability cross-linguistically flexible.","```json
{""verdict"": true,
 ""confidence"": 0.95,
 ""rationale"": ""While Merchant's (2001) P-stranding generalization initially proposed a fixed correlation, subsequent research has shown that P-omission is sensitive to factors like language-specific constraints, preposition types, and the availability of pseudosluicing, making its acceptability cross-linguistically flexible.""
}
```",True
glossa-15197-hassen,1.2 Alternative analyses of P-omission under sluicing,"In such a theory, the acceptability of P-omission under sluicing is flexible, and favored by contentful remnants and correlates, and also by more dependent prepositions.",1.0,"In such a theory, the acceptability of P-omission under sluicing is flexible, and favored by contentful remnants and correlates, and also by more dependent prepositions.",2.0,Preposition omission (P-omission) under sluicing is more acceptable when the sluicing remnant is contentful.,,,,,,,L-Theo,,L-Theo,,L-Theo,True,0.95,"The 'Complexity Effect' in ellipsis research indicates that complex or D-linked wh-phrases (e.g., 'which book') make preposition omission more acceptable compared to simple wh-words (e.g., 'what').","```json
{""verdict"": true,
 ""confidence"": 0.95,
 ""rationale"": ""The 'Complexity Effect' in ellipsis research indicates that complex or D-linked wh-phrases (e.g., 'which book') make preposition omission more acceptable compared to simple wh-words (e.g., 'what').""
}
```",True
